,0,1,2,3,4,5,6,7,8,9,10
9538,zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
9539,pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
9540,root vegetables,whipped/sour cream,,,,,,,,,
9541,newspapers,candy,,,,,,,,,
9542,bottled beer,ice cream,,,,,,,,,
9543,spread cheese,whole milk,,,,,,,,,
9544,brown bread,frozen vegetables,,,,,,,,,
9545,pip fruit,bottled water,,,,,,,,,
9546,newspapers,grapes,onions,coffee,,,,,,,
9547,chocolate,curd,shopping bags,,,,,,,,
9548,other vegetables,hygiene articles,,,,,,,,,
9549,sausage,pork,,,,,,,,,
9550,pip fruit,nut snack,napkins,,,,,,,,
9551,tropical fruit,yogurt,,,,,,,,,
9552,beverages,soda,,,,,,,,,
9553,bottled beer,newspapers,,,,,,,,,
9554,other vegetables,bottled beer,,,,,,,,,
9555,dessert,meat,,,,,,,,,
9556,frankfurter,bottled water,,,,,,,,,
9557,sausage,yogurt,,,,,,,,,
9558,chewing gum,spread cheese,,,,,,,,,
9559,beef,cake bar,butter,,,,,,,,
9560,soda,soda,,,,,,,,,
9561,other vegetables,oil,,,,,,,,,
9562,UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
9563,dish cleaner,curd,,,,,,,,,
9564,pastry,other vegetables,,,,,,,,,
9565,rolls/buns,hygiene articles,,,,,,,,,
9566,coffee,baking powder,,,,,,,,,
9567,chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
9568,pet care,beef,,,,,,,,,
9569,specialty chocolate,rolls/buns,,,,,,,,,
9570,pork,specialty chocolate,,,,,,,,,
9571,yogurt,frozen meals,,,,,,,,,
9572,herbs,chocolate,,,,,,,,,
9573,bottled water,butter,,,,,,,,,
9574,meat,root vegetables,sliced cheese,,,,,,,,
9575,UHT-milk,domestic eggs,,,,,,,,,
9576,canned beer,margarine,white bread,,,,,,,,
9577,canned beer,yogurt,,,,,,,,,
9578,tropical fruit,domestic eggs,,,,,,,,,
9579,pork,white wine,,,,,,,,,
9580,pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
9581,butter,photo/film,,,,,,,,,
9582,butter milk,soda,,,,,,,,,
9583,photo/film,bottled water,,,,,,,,,
9584,chocolate marshmallow,whole milk,sugar,,,,,,,,
9585,whole milk,butter,,,,,,,,,
9586,pot plants,herbs,,,,,,,,,
9587,meat,newspapers,,,,,,,,,
9588,sugar,fruit/vegetable juice,,,,,,,,,
9589,white bread,rolls/buns,whipped/sour cream,,,,,,,,
9590,oil,shopping bags,,,,,,,,,
9591,sausage,whole milk,root vegetables,citrus fruit,,,,,,,
9592,beef,butter,yogurt,,,,,,,,
9593,sausage,rolls/buns,,,,,,,,,
9594,beef,long life bakery product,,,,,,,,,
9595,potato products,other vegetables,,,,,,,,,
9596,other vegetables,pork,herbs,oil,,,,,,,
9597,whole milk,butter,,,,,,,,,
9598,ice cream,canned beer,,,,,,,,,
9599,soda,rolls/buns,,,,,,,,,
9600,frozen meals,sugar,,,,,,,,,
9601,sausage,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,liquor (appetizer),,,,
9602,UHT-milk,dishes,frozen dessert,,,,,,,,
9603,white bread,baking powder,,,,,,,,,
9604,tropical fruit,rolls/buns,,,,,,,,,
9605,citrus fruit,sliced cheese,,,,,,,,,
9606,rolls/buns,whole milk,,,,,,,,,
9607,tropical fruit,dessert,domestic eggs,,,,,,,,
9608,fruit/vegetable juice,whole milk,,,,,,,,,
9609,berries,napkins,cereals,,,,,,,,
9610,root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
9611,cream cheese ,fruit/vegetable juice,whole milk,shopping bags,,,,,,,
9612,other vegetables,ice cream,,,,,,,,,
9613,other vegetables,Instant food products,sugar,,,,,,,,
9614,root vegetables,pet care,,,,,,,,,
9615,citrus fruit,whipped/sour cream,,,,,,,,,
9616,root vegetables,male cosmetics,,,,,,,,,
9617,soda,whipped/sour cream,,,,,,,,,
9618,sausage,whole milk,,,,,,,,,
9619,meat,other vegetables,,,,,,,,,
9620,whipped/sour cream,soft cheese,,,,,,,,,
9621,frozen fish,white bread,,,,,,,,,
9622,hamburger meat,soda,,,,,,,,,
9623,meat,photo/film,,,,,,,,,
9624,curd,photo/film,,,,,,,,,
9625,other vegetables,whole milk,,,,,,,,,
9626,ham,frozen meals,,,,,,,,,
9627,citrus fruit,other vegetables,,,,,,,,,
9628,rolls/buns,newspapers,,,,,,,,,
9629,whole milk,hamburger meat,beverages,bottled water,,,,,,,
9630,ham,waffles,,,,,,,,,
9631,misc. beverages,soda,,,,,,,,,
9632,other vegetables,shopping bags,,,,,,,,,
9633,root vegetables,pastry,,,,,,,,,
9634,liquor,sugar,,,,,,,,,
9635,sausage,hair spray,canned beer,,,,,,,,
9636,ham,brown bread,,,,,,,,,
9637,citrus fruit,pip fruit,ketchup,roll products ,seasonal products,hard cheese,dog food,,,,
9638,whole milk,other vegetables,,,,,,,,,
9639,citrus fruit,berries,,,,,,,,,
9640,other vegetables,margarine,,,,,,,,,
9641,frozen fish,pastry,,,,,,,,,
9642,salt,fruit/vegetable juice,,,,,,,,,
9643,other vegetables,rolls/buns,,,,,,,,,
9644,whole milk,yogurt,,,,,,,,,
9645,sausage,tropical fruit,curd,,,,,,,,
9646,waffles,whole milk,meat spreads,,,,,,,,
9647,specialty bar,bottled beer,,,,,,,,,
9648,sausage,shopping bags,shopping bags,,,,,,,,
9649,chicken,other vegetables,,,,,,,,,
9650,seasonal products,salt,,,,,,,,,
9651,tropical fruit,citrus fruit,,,,,,,,,
9652,hamburger meat,newspapers,,,,,,,,,
9653,frankfurter,newspapers,,,,,,,,,
9654,whole milk,citrus fruit,butter,dental care,,,,,,,
9655,ice cream,root vegetables,hygiene articles,,,,,,,,
9656,canned beer,cream cheese ,,,,,,,,,
9657,sausage,bottled beer,,,,,,,,,
9658,other vegetables,canned beer,shopping bags,,,,,,,,
9659,oil,whipped/sour cream,pip fruit,whole milk,,,,,,,
9660,chocolate,bottled water,,,,,,,,,
9661,citrus fruit,rolls/buns,,,,,,,,,
9662,softener,dish cleaner,,,,,,,,,
9663,ham,yogurt,,,,,,,,,
9664,pip fruit,berries,,,,,,,,,
9665,tropical fruit,other vegetables,,,,,,,,,
9666,frankfurter,coffee,,,,,,,,,
9667,canned beer,pip fruit,instant coffee,yogurt,,,,,,,
9668,whole milk,grapes,,,,,,,,,
9669,pork,whole milk,other vegetables,,,,,,,,
9670,specialty chocolate,misc. beverages,,,,,,,,,
9671,tropical fruit,other vegetables,,,,,,,,,
9672,other vegetables,curd,,,,,,,,,
9673,domestic eggs,canned beer,bottled water,waffles,,,,,,,
9674,dessert,cream cheese ,waffles,,,,,,,,
9675,sausage,bottled beer,,,,,,,,,
9676,bottled beer,other vegetables,,,,,,,,,
9677,other vegetables,zwieback,,,,,,,,,
9678,coffee,whole milk,,,,,,,,,
9679,frozen vegetables,rolls/buns,curd cheese,,,,,,,,
9680,rolls/buns,coffee,,,,,,,,,
9681,nuts/prunes,whole milk,,,,,,,,,
9682,hard cheese,soda,,,,,,,,,
9683,other vegetables,citrus fruit,canned beer,,,,,,,,
9684,pork,whole milk,,,,,,,,,
9685,sausage,curd,,,,,,,,,
9686,ham,specialty chocolate,,,,,,,,,
9687,other vegetables,whipped/sour cream,,,,,,,,,
9688,pork,UHT-milk,,,,,,,,,
9689,white bread,cleaner,,,,,,,,,
9690,turkey,flour,,,,,,,,,
9691,meat,citrus fruit,,,,,,,,,
9692,other vegetables,beverages,margarine,,,,,,,,
9693,dessert,whipped/sour cream,,,,,,,,,
9694,whipped/sour cream,other vegetables,shopping bags,,,,,,,,
9695,frankfurter,ice cream,,,,,,,,,
9696,butter milk,pickled vegetables,,,,,,,,,
9697,pip fruit,meat,frozen vegetables,bottled water,,,,,,,
9698,canned beer,other vegetables,,,,,,,,,
9699,hamburger meat,whole milk,,,,,,,,,
9700,whole milk,meat,,,,,,,,,
9701,sausage,yogurt,,,,,,,,,
9702,ice cream,coffee,,,,,,,,,
9703,rolls/buns,other vegetables,,,,,,,,,
9704,butter,butter,margarine,,,,,,,,
9705,whole milk,domestic eggs,,,,,,,,,
9706,whole milk,brown bread,,,,,,,,,
9707,other vegetables,UHT-milk,curd,,,,,,,,
9708,white bread,zwieback,,,,,,,,,
9709,other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
9710,tropical fruit,soda,,,,,,,,,
9711,pork,other vegetables,yogurt,,,,,,,,
9712,pip fruit,root vegetables,,,,,,,,,
9713,frankfurter,root vegetables,sugar,whole milk,,,,,,,
9714,frozen fish,bottled water,,,,,,,,,
9715,frankfurter,cat food,,,,,,,,,
9716,sausage,rolls/buns,soda,,,,,,,,
9717,other vegetables,whipped/sour cream,,,,,,,,,
9718,sliced cheese,margarine,,,,,,,,,
9719,house keeping products,spread cheese,,,,,,,,,
9720,waffles,specialty chocolate,,,,,,,,,
9721,UHT-milk,rolls/buns,,,,,,,,,
9722,sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
9723,specialty bar,rolls/buns,,,,,,,,,
9724,soda,fruit/vegetable juice,,,,,,,,,
9725,sausage,frozen meals,,,,,,,,,
9726,meat,liquor,,,,,,,,,
9727,chicken,vinegar,,,,,,,,,
9728,other vegetables,yogurt,,,,,,,,,
9729,whole milk,root vegetables,,,,,,,,,
9730,cake bar,whipped/sour cream,,,,,,,,,
9731,sausage,chicken,domestic eggs,curd,pastry,,,,,,
9732,flour,seasonal products,,,,,,,,,
9733,other vegetables,yogurt,other vegetables,flour,,,,,,,
9734,margarine,shopping bags,,,,,,,,,
9735,canned beer,brown bread,,,,,,,,,
9736,white bread,flour,,,,,,,,,
9737,sausage,other vegetables,,,,,,,,,
9738,root vegetables,shopping bags,,,,,,,,,
9739,tropical fruit,bottled water,pastry,flour,,,,,,,
9740,whole milk,brown bread,root vegetables,roll products ,,,,,,,
9741,beef,other vegetables,,,,,,,,,
9742,other vegetables,specialty bar,,,,,,,,,
9743,other vegetables,frozen meals,,,,,,,,,
9744,napkins,spices,,,,,,,,,
9745,citrus fruit,tropical fruit,,,,,,,,,
9746,tropical fruit,pastry,,,,,,,,,
9747,chicken,hygiene articles,,,,,,,,,
9748,sugar,whole milk,,,,,,,,,
9749,herbs,newspapers,brown bread,,,,,,,,
9750,whole milk,spread cheese,popcorn,,,,,,,,
9751,misc. beverages,cling film/bags,curd,,,,,,,,
9752,soda,salty snack,,,,,,,,,
9753,grapes,rolls/buns,,,,,,,,,
9754,liquor (appetizer),candy,misc. beverages,,,,,,,,
9755,brown bread,fruit/vegetable juice,,,,,,,,,
9756,pastry,bottled beer,,,,,,,,,
9757,brown bread,oil,,,,,,,,,
9758,beef,other vegetables,,,,,,,,,
9759,beef,mayonnaise,,,,,,,,,
9760,brown bread,flour,,,,,,,,,
9761,curd,dessert,,,,,,,,,
9762,tropical fruit,soda,,,,,,,,,
9763,sugar,napkins,,,,,,,,,
9764,cat food,newspapers,,,,,,,,,
9765,pork,dessert,,,,,,,,,
9766,soda,berries,,,,,,,,,
9767,whipped/sour cream,soda,,,,,,,,,
9768,frankfurter,whole milk,,,,,,,,,
9769,rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
9770,ham,citrus fruit,cling film/bags,,,,,,,,
9771,other vegetables,other vegetables,,,,,,,,,
9772,pork,bottled water,,,,,,,,,
9773,rolls/buns,domestic eggs,butter,butter,,,,,,,
9774,soda,other vegetables,,,,,,,,,
9775,other vegetables,bottled water,whipped/sour cream,,,,,,,,
9776,berries,root vegetables,,,,,,,,,
9777,margarine,bottled water,,,,,,,,,
9778,pip fruit,cereals,,,,,,,,,
9779,soda,cake bar,,,,,,,,,
9780,soda,spread cheese,,,,,,,,,
9781,ham,bottled beer,,,,,,,,,
9782,beef,brown bread,,,,,,,,,
9783,salty snack,liquor,,,,,,,,,
9784,root vegetables,hard cheese,,,,,,,,,
9785,other vegetables,whole milk,,,,,,,,,
9786,soda,liquor (appetizer),,,,,,,,,
9787,bottled beer,other vegetables,,,,,,,,,
9788,frozen meals,butter,whole milk,brandy,,,,,,,
9789,curd,cream cheese ,nut snack,chocolate marshmallow,yogurt,female sanitary products,,,,,
9790,grapes,other vegetables,,,,,,,,,
9791,red/blush wine,cream cheese ,,,,,,,,,
9792,citrus fruit,chocolate,,,,,,,,,
9793,yogurt,rolls/buns,,,,,,,,,
9794,chicken,tropical fruit,,,,,,,,,
9795,frankfurter,detergent,chocolate,,,,,,,,
9796,cream cheese ,salt,,,,,,,,,
9797,hard cheese,curd,,,,,,,,,
9798,root vegetables,frozen vegetables,,,,,,,,,
9799,newspapers,tropical fruit,,,,,,,,,
9800,oil,candy,,,,,,,,,
9801,soda,chocolate,,,,,,,,,
9802,soda,shopping bags,,,,,,,,,
9803,soda,oil,,,,,,,,,
9804,rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
9805,herbs,pasta,,,,,,,,,
9806,snack products,mayonnaise,bottled water,,,,,,,,
9807,citrus fruit,frozen vegetables,,,,,,,,,
9808,beef,pasta,,,,,,,,,
9809,whole milk,grapes,bottled beer,frozen dessert,,,,,,,
9810,tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
9811,finished products,newspapers,,,,,,,,,
9812,beef,chocolate,pastry,,,,,,,,
9813,other vegetables,rolls/buns,,,,,,,,,
9814,pastry,sliced cheese,,,,,,,,,
9815,soda,brown bread,rolls/buns,sliced cheese,,,,,,,
9816,rolls/buns,bottled water,,,,,,,,,
9817,whole milk,whole milk,,,,,,,,,
9818,sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
9819,frankfurter,root vegetables,yogurt,whole milk,,,,,,,
9820,root vegetables,soft cheese,,,,,,,,,
9821,pork,grapes,,,,,,,,,
9822,citrus fruit,pip fruit,,,,,,,,,
9823,tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
9824,sweet spreads,flower (seeds),,,,,,,,,
9825,root vegetables,yogurt,,,,,,,,,
9826,yogurt,root vegetables,,,,,,,,,
9827,pip fruit,white wine,whole milk,,,,,,,,
9828,rolls/buns,domestic eggs,coffee,,,,,,,,
9829,bottled water,pastry,,,,,,,,,
9830,root vegetables,soft cheese,,,,,,,,,
9831,white bread,bottled water,,,,,,,,,
9832,bottled water,frozen meals,,,,,,,,,
9833,tropical fruit,long life bakery product,napkins,,,,,,,,
9834,pork,other vegetables,,,,,,,,,
9835,sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
9836,whipped/sour cream,bottled beer,fruit/vegetable juice,margarine,,,,,,,
9837,root vegetables,soda,,,,,,,,,
9838,sugar,kitchen towels,,,,,,,,,
9839,male cosmetics,pastry,,,,,,,,,
9840,bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
9841,bottled beer,white wine,candles,,,,,,,,
9842,yogurt,photo/film,,,,,,,,,
9843,yogurt,pastry,,,,,,,,,
9844,chocolate,yogurt,,,,,,,,,
9845,chicken,candy,sugar,,,,,,,,
9846,citrus fruit,rolls/buns,,,,,,,,,
9847,citrus fruit,frankfurter,citrus fruit,bottled water,,,,,,,
9848,newspapers,whipped/sour cream,,,,,,,,,
9849,rolls/buns,dessert,coffee,,,,,,,,
9850,pip fruit,turkey,,,,,,,,,
9851,soda,hard cheese,,,,,,,,,
9852,whole milk,cream cheese ,,,,,,,,,
9853,frozen meals,other vegetables,specialty chocolate,,,,,,,,
9854,meat,soda,cream cheese ,,,,,,,,
9855,rolls/buns,soda,,,,,,,,,
9856,frankfurter,soda,chocolate,,,,,,,,
9857,rolls/buns,pip fruit,,,,,,,,,
9858,pip fruit,ice cream,,,,,,,,,
9859,beef,yogurt,,,,,,,,,
9860,canned beer,grapes,bottled beer,yogurt,,,,,,,
9861,dishes,yogurt,,,,,,,,,
9862,bottled beer,frozen vegetables,,,,,,,,,
9863,other vegetables,curd,beef,white bread,,,,,,,
9864,sausage,cat food,pastry,,,,,,,,
9865,spread cheese,brown bread,,,,,,,,,
9866,hamburger meat,whole milk,pet care,meat,other vegetables,rolls/buns,grapes,oil,,,
9867,misc. beverages,yogurt,,,,,,,,,
9868,root vegetables,butter milk,shopping bags,cream cheese ,,,,,,,
9869,rolls/buns,newspapers,,,,,,,,,
9870,frozen potato products,frozen vegetables,,,,,,,,,
9871,other vegetables,whole milk,,,,,,,,,
9872,other vegetables,margarine,,,,,,,,,
9873,frankfurter,red/blush wine,,,,,,,,,
9874,long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
9875,detergent,rolls/buns,,,,,,,,,
9876,tropical fruit,ice cream,newspapers,,,,,,,,
9877,frankfurter,bottled water,,,,,,,,,
9878,beef,butter milk,,,,,,,,,
9879,beef,butter,brown bread,,,,,,,,
9880,canned beer,dental care,,,,,,,,,
9881,beef,frozen fish,whole milk,,,,,,,,
9882,tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
9883,meat,curd,,,,,,,,,
9884,butter,rolls/buns,,,,,,,,,
9885,pastry,female sanitary products,,,,,,,,,
9886,ham,specialty chocolate,soft cheese,,,,,,,,
9887,whole milk,white bread,,,,,,,,,
9888,sausage,soda,processed cheese,,,,,,,,
9889,liver loaf,domestic eggs,,,,,,,,,
9890,liver loaf,grapes,soda,photo/film,,,,,,,
9891,beef,whipped/sour cream,,,,,,,,,
9892,whole milk,bottled beer,UHT-milk,beef,pip fruit,yogurt,salty snack,,,,
9893,citrus fruit,shopping bags,,,,,,,,,
9894,pork,canned beer,,,,,,,,,
9895,whole milk,whole milk,,,,,,,,,
9896,citrus fruit,brown bread,,,,,,,,,
9897,rolls/buns,pip fruit,,,,,,,,,
9898,chocolate,pastry,,,,,,,,,
9899,candy,rolls/buns,coffee,yogurt,,,,,,,
9900,sugar,canned vegetables,,,,,,,,,
9901,pastry,syrup,,,,,,,,,
9902,whole milk,butter,,,,,,,,,
9903,pip fruit,citrus fruit,other vegetables,white wine,frozen vegetables,,,,,,
9904,butter,misc. beverages,shopping bags,,,,,,,,
9905,white wine,bottled water,,,,,,,,,
9906,other vegetables,beverages,,,,,,,,,
9907,chicken,whole milk,,,,,,,,,
9908,whole milk,rolls/buns,,,,,,,,,
9909,rolls/buns,frozen vegetables,roll products ,,,,,,,,
9910,whole milk,root vegetables,hygiene articles,,,,,,,,
9911,pork,margarine,sugar,,,,,,,,
9912,chewing gum,cream cheese ,,,,,,,,,
9913,meat spreads,bottled beer,,,,,,,,,
9914,whole milk,white bread,,,,,,,,,
9915,tropical fruit,frozen fish,,,,,,,,,
9916,citrus fruit,rolls/buns,,,,,,,,,
9917,pastry,napkins,,,,,,,,,
9918,frozen vegetables,canned beer,brown bread,soda,,,,,,,
9919,whole milk,other vegetables,,,,,,,,,
9920,soda,hygiene articles,,,,,,,,,
9921,citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
9922,whole milk,bottled water,,,,,,,,,
9923,whole milk,waffles,,,,,,,,,
9924,canned beer,yogurt,cream cheese ,,,,,,,,
9925,spread cheese,other vegetables,whole milk,,,,,,,,
9926,canned beer,specialty chocolate,,,,,,,,,
9927,fruit/vegetable juice,hard cheese,,,,,,,,,
9928,candy,soda,,,,,,,,,
9929,soda,cereals,whole milk,,,,,,,,
9930,sausage,bottled water,,,,,,,,,
9931,pip fruit,bottled beer,,,,,,,,,
9932,pip fruit,pot plants,,,,,,,,,
9933,pip fruit,whole milk,rolls/buns,,,,,,,,
9934,citrus fruit,fruit/vegetable juice,,,,,,,,,
9935,whole milk,brandy,,,,,,,,,
9936,root vegetables,root vegetables,,,,,,,,,
9937,margarine,processed cheese,candles,shopping bags,,,,,,,
9938,chocolate marshmallow,bottled water,,,,,,,,,
9939,pork,white wine,margarine,,,,,,,,
9940,citrus fruit,white bread,processed cheese,,,,,,,,
9941,butter milk,rolls/buns,,,,,,,,,
9942,chocolate,dish cleaner,domestic eggs,,,,,,,,
9943,grapes,chocolate,,,,,,,,,
9944,rolls/buns,detergent,,,,,,,,,
9945,whole milk,whole milk,,,,,,,,,
9946,dishes,whole milk,oil,onions,,,,,,,
9947,pork,brown bread,bottled beer,shopping bags,,,,,,,
9948,sugar,UHT-milk,margarine,,,,,,,,
9949,whole milk,root vegetables,,,,,,,,,
9950,whole milk,berries,canned beer,sausage,chicken,canned beer,zwieback,beverages,,,
9951,bottled water,domestic eggs,,,,,,,,,
9952,other vegetables,cream cheese ,,,,,,,,,
9953,packaged fruit/vegetables,specialty bar,,,,,,,,,
9954,frankfurter,butter milk,,,,,,,,,
9955,shopping bags,frozen vegetables,,,,,,,,,
9956,yogurt,yogurt,cream cheese ,,,,,,,,
9957,beverages,other vegetables,root vegetables,,,,,,,,
9958,canned beer,yogurt,bottled water,,,,,,,,
9959,pastry,liquor,,,,,,,,,
9960,butter milk,mayonnaise,,,,,,,,,
9961,pork,whole milk,popcorn,,,,,,,,
9962,salty snack,white wine,,,,,,,,,
9963,whole milk,meat,,,,,,,,,
9964,whipped/sour cream,other vegetables,honey,,,,,,,,
9965,sausage,canned beer,kitchen towels,,,,,,,,
9966,turkey,domestic eggs,,,,,,,,,
9967,mayonnaise,pet care,,,,,,,,,
9968,citrus fruit,tropical fruit,canned fish,,,,,,,,
9969,pastry,rolls/buns,,,,,,,,,
9970,sausage,frankfurter,napkins,soda,,,,,,,
9971,curd,specialty bar,,,,,,,,,
9972,yogurt,newspapers,,,,,,,,,
9973,pasta,hygiene articles,,,,,,,,,
9974,rolls/buns,salty snack,,,,,,,,,
9975,other vegetables,frankfurter,rolls/buns,other vegetables,shopping bags,,,,,,
9976,citrus fruit,pot plants,newspapers,,,,,,,,
9977,onions,brown bread,domestic eggs,,,,,,,,
9978,grapes,grapes,,,,,,,,,
9979,pork,other vegetables,curd,domestic eggs,domestic eggs,domestic eggs,,,,,
9980,hamburger meat,butter milk,,,,,,,,,
9981,shopping bags,fruit/vegetable juice,,,,,,,,,
9982,curd,soda,rolls/buns,,,,,,,,
9983,pork,whole milk,,,,,,,,,
9984,onions,whipped/sour cream,dishes,,,,,,,,
9985,whipped/sour cream,specialty fat,,,,,,,,,
9986,margarine,frozen vegetables,,,,,,,,,
9987,whole milk,soft cheese,frozen vegetables,,,,,,,,
9988,tropical fruit,whole milk,,,,,,,,,
9989,other vegetables,margarine,shopping bags,processed cheese,,,,,,,
9990,citrus fruit,shopping bags,,,,,,,,,
9991,soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
9992,cooking chocolate,oil,,,,,,,,,
9993,whole milk,bottled water,waffles,,,,,,,,
9994,shopping bags,newspapers,curd,hard cheese,,,,,,,
9995,bottled water,tidbits,,,,,,,,,
9996,pork,frozen meals,,,,,,,,,
9997,canned beer,other vegetables,,,,,,,,,
9998,specialty bar,candy,root vegetables,ice cream,,,,,,,
9999,newspapers,rolls/buns,newspapers,,,,,,,,
10000,whole milk,other vegetables,,,,,,,,,
10001,napkins,fruit/vegetable juice,,,,,,,,,
10002,root vegetables,butter,,,,,,,,,
10003,ham,chocolate,,,,,,,,,
10004,citrus fruit,whole milk,,,,,,,,,
10005,tropical fruit,soda,,,,,,,,,
10006,tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
10007,specialty chocolate,soda,curd,female sanitary products,,,,,,,
10008,whole milk,specialty chocolate,,,,,,,,,
10009,soda,pip fruit,coffee,,,,,,,,
10010,whole milk,whole milk,,,,,,,,,
10011,other vegetables,other vegetables,,,,,,,,,
10012,rolls/buns,other vegetables,,,,,,,,,
10013,frankfurter,white wine,,,,,,,,,
10014,pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
10015,whole milk,rolls/buns,herbs,beverages,soda,,,,,,
10016,finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
10017,rice,whipped/sour cream,,,,,,,,,
10018,whole milk,tropical fruit,rolls/buns,soap,,,,,,,
10019,pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
10020,sausage,pastry,,,,,,,,,
10021,long life bakery product,zwieback,,,,,,,,,
10022,pastry,rolls/buns,,,,,,,,,
10023,liqueur,whole milk,onions,soda,,,,,,,
10024,spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
10025,sausage,pork,sugar,,,,,,,,
10026,berries,bottled beer,,,,,,,,,
10027,canned beer,berries,butter,baking powder,,,,,,,
10028,frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food,,
